VideoId,Label
IDDr,1 21 23 0 24 49 73 15 18 11
SZDr,2 17 19 7 15 18 9 6 11 64
qcDr,9 10 4 13 6 34 18 15 3 8
DlDr,4 3 10 9 6 13 8 28 38 33
giDr,0 1 42 111 26 12 2 15 11 19
VxDr,0 5 1 16 35 14 15 12 27 81
dPDr,3 6 4 8 0 12 15 13 10 9
czDr,1 0 35 15 36 27 7 2 11 17
F0Dr,7 8 15 2 61 0 11 12 18 6
i0Dr,1 0 5 16 11 15 35 2 81 19
vWDr,0 15 11 8 765 18 39 6 13 50
qrDr,4 10 9 3 13 6 5 18 15 28
38Dr,3 4 6 13 10 9 8 28 33 38
PGDr,14 5 0 15 6 2 7 12 8 16
OiDr,5 16 6 3 4 14 15 1 0 8
dTDr,0 12 15 1 18 8 6 4 11 432
liDr,0 14 5 12 1 15 16 35 7 2
RaDr,1 0 11 5 15 27 35 6 23 20
jkDr,5 0 16 1 4 6 3 8 12 81
SnDr,5 16 15 11 0 18 8 12 49 1
LrDr,5 2 0 7 12 15 1 18 16 26
FNDr,5 16 1 0 15 35 4 6 25 14
XBDr,18 15 11 49 5 2 9 26 7 50
jSDr,0 1 15 35 5 16 7 42 11 2
fBDr,0 12 6 61 2 5 8 14 7 1
ZjDr,1 26 0 21 15 23 11 18 16 199
tCDr,15 11 2 1 21 18 0 26 275 23
SIDr,6 3 4 13 8 15 10 5 18 49
64Dr,1 0 35 15 16 25 36 7 17 42
aTDr,0 2 12 17 19 1 7 15 5 8
pQDr,2 17 19 7 30 15 64 11 13 55
tSDr,5 16 0 1 14 6 12 35 19 84
3rDr,7 1 0 2 17 19 48 15 35 11
oxDr,4 13 0 15 33 2 28 9 10 18
LODr,15 1 11 18 0 26 21 49 23 2
cfDr,15 66 18 253 148 11 2 49 271 26
l9Dr,0 12 1 52 2 125 19 70 15 8
j8Dr,0 12 14 8 15 1 2 5 35 19
nODr,3 6 13 4 8 10 9 11 28 15
wtDr,2 17 7 19 1 15 30 0 11 18
wFDr,2 15 18 7 11 5 44 49 9 46
KADr,2 30 15 17 55 11 7 19 18 12
mqDr,0 1 15 35 36 42 17 18 27 4
l3Dr,15 18 238 366 274 0 59 49 1 11
ppDr,15 18 11 2 60 7 26 43 49 59
aoDr,1 0 35 36 7 17 19 15 12 2
bLDr,1 0 35 15 16 5 27 36 11 17
2CDr,15 21 23 18 2 7 24 11 1 12
wWDr,13 2 4 3 77 137 45 51 56 6
D7Dr,13 4 2 11 8 18 9 15 6 3
ufDr,3 4 6 13 9 10 28 8 0 38
krDr,9 10 4 37 13 6 3 15 18 421
NLDr,0 1 5 81 26 108 12 11 16 6
ziDr,18 15 8 6 3 4 13 0 10 9
WJDr,1 0 16 5 35 25 15 14 7 42
bDDr,0 1 27 35 15 23 42 21 5 36
1TDr,3 6 4 13 5 8 9 10 15 16
BKDr,15 18 2 7 11 5 62 12 49 8
fvDr,8 6 3 13 4 10 0 15 9 11
lQDr,0 12 52 2 15 70 17 19 8 125
erDr,4 13 3 10 6 9 28 8 33 38
tRDr,3 6 4 8 13 10 9 28 15 18
j0Dr,1 0 27 5 16 35 11 15 26 42
91Dr,21 11 49 15 18 23 0 1 7 26
YoDr,39 15 50 18 66 13 65 11 0 4
6qDr,15 18 11 2 7 0 1 26 67 60
AtDr,1 0 35 15 42 16 18 36 7 4
nLDr,2 51 45 56 77 295 13 212 15 4
ISDr,0 1 35 36 17 19 12 7 15 2
k6Dr,1 0 35 36 17 19 12 7 4 3
8wDr,0 1 15 5 11 18 26 8 2 49
kFDr,5 0 1 16 4 12 13 301 81 8
w9Dr,4 13 3 10 6 9 28 8 38 33
YJDr,3 6 4 13 8 10 9 28 15 38
AYDr,311 360 15 2 18 8 746 60 7 11
8uDr,7 2 17 15 12 0 18 198 197 19
WuDr,8 0 6 15 12 14 18 7 2 5
nuDr,1 2 17 0 19 7 15 25 35 12
p3Dr,3 4 6 13 10 9 8 28 38 33
PEDr,0 12 2 52 19 1 15 7 17 125
oZDr,4 13 3 8 41 10 54 6 9 33
AjDr,12 0 2 15 11 7 18 1 17 21
WODr,0 12 1 6 8 19 52 15 63 3
lODr,14 0 1 5 2 7 16 15 12 19
lvDr,13 8 4 6 33 175 164 3 89 28
xrDr,11 18 15 26 20 50 13 4 10 6
a2Dr,11 20 22 29 32 15 1 6 0 8
OpDr,0 1 35 6 8 17 19 42 12 69
79Dr,19 17 1 0 2 7 48 6 272 15
syDr,26 21 11 23 15 2 18 24 49 73
LSDr,8 6 3 4 13 9 10 61 2 5
rADr,2 15 7 0 19 12 17 18 11 1
NBDr,8 6 3 0 15 12 4 11 2 13
3VDr,7 2 17 0 15 48 19 267 12 415
kEDr,8 3 6 4 13 41 10 15 9 0
K9Dr,18 9 15 11 10 4 2 7 6 13
MyDr,4 3 6 9 1 0 13 10 339 28
GcDr,6 8 3 13 4 10 15 11 18 28
YaDr,5 14 16 6 49 0 15 12 8 84
ncDr,2 17 7 19 0 12 48 15 1 30
vnDr,1 10 4 0 9 13 34 8 6 26
qPDr,4 3 13 28 10 6 33 38 9 8
avDr,3 4 6 13 10 9 8 28 18 33
XrDr,1 0 35 5 16 42 27 15 17 19
iMDr,0 8 3 19 15 6 12 2 1 4
rTDr,2 7 62 11 18 15 411 12 64 19
5lDr,0 1 5 15 16 11 12 35 2 18
lbDr,0 12 1 2 7 16 5 17 35 15
h8Dr,15 18 11 2 7 1 0 26 8 522
7cDr,6 3 8 4 13 0 5 10 1 12
wVDr,3 6 5 4 14 16 9 13 10 1
97Dr,15 18 11 126 220 291 7 276 2 26
gnDr,23 21 24 74 0 15 187 1 2 838
hQDr,15 3 6 5 4 13 8 16 18 41
CxDr,11 15 18 2 12 0 8 5 6 7
iHDr,0 8 6 5 1 15 14 2 16 12
J1Dr,9 10 4 34 15 13 6 2 18 11
jJDr,2 7 17 0 15 19 12 5 48 1
pKDr,15 18 74 23 21 187 24 49 11 2
A9Dr,0 1 19 42 35 17 15 6 36 5
ifDr,18 15 11 2 40 0 31 8 57 13
sEDr,1 25 16 0 15 35 5 8 11 7
5TDr,15 2 12 18 11 7 0 49 21 23
tbDr,2 51 137 0 77 45 56 13 540 298
aODr,2 7 0 15 11 19 12 17 1 18
laDr,0 1 23 21 27 36 35 12 63 24
nqDr,15 21 26 7 23 1 2 0 18 11
6VDr,0 19 1 12 17 2 15 7 35 52
qRDr,44 2 4 9 13 18 46 15 6 10
kODr,0 1 15 4 18 8 42 17 6 16
owDr,6 8 3 4 13 0 15 9 10 1
5sDr,1 0 5 16 35 12 19 17 2 4
rLDr,6 3 8 4 13 11 10 9 28 0
2iDr,51 45 77 56 13 4 137 2 0 295
wHDr,0 4 6 3 12 2 15 8 72 68
C3Dr,4 5 10 9 49 14 15 13 6 18
76Dr,3 6 4 8 13 9 10 0 1 15
YZDr,15 18 0 2 11 1 7 12 8 6
SQDr,1 0 7 35 2 17 19 15 27 36
jfDr,2 19 30 0 17 7 15 6 9 1
FrDr,1 0 35 36 15 17 7 42 12 2
XUDr,3 6 4 13 10 9 8 28 15 38
BkDr,0 1 2 7 12 17 5 27 15 42
YQ98,4 3 13 9 6 10 28 38 33 15
eR98,11 26 15 2 18 1 0 7 8 20
Cd98,0 8 15 3 6 12 4 2 1 7
n598,0 12 15 1 19 3 4 52 6 35
mp98,15 18 6 4 0 3 8 12 87 13
2L98,0 12 1 2 7 15 5 11 18 61
wC98,15 18 6 4 2 8 9 3 10 13
ra98,21 50 23 26 49 66 80 15 260 0
v698,18 15 11 2 49 50 13 7 10 62
zW98,14 0 15 1 2 12 7 17 19 35
bO98,50 18 15 65 11 66 39 49 13 21
Ef98,15 18 8 2 0 12 4 6 13 60
rj98,133 15 630 8 11 0 18 325 16 6
w198,4 13 3 10 6 8 9 54 348 15
Xd98,1 0 5 16 35 14 25 19 17 3
hz98,11 18 15 12 8 49 6 21 66 50
EF98,14 0 5 1 12 15 16 7 2 35
5W98,58 53 0 15 2 228 19 17 214 494
ms98,9 10 4 18 37 13 15 11 6 2
6N98,0 1 15 17 42 139 670 93 5 27
G398,8 6 13 4 3 10 9 15 18 2
3L98,21 23 24 0 1 15 73 2 11 74
8698,1 0 15 23 21 12 35 7 24 2
6Y98,8 6 3 4 0 13 15 10 1 558
6H98,14 0 12 15 5 1 16 2 49 7
Vq98,1 0 35 19 7 17 25 36 2 16
9w98,1 0 69 404 6 589 236 568 3 8
RU98,0 12 3 4 6 8 13 79 15 10
Oa98,8 6 13 15 61 4 3 0 11 10
7o98,3 6 4 0 13 8 12 10 9 28
mB98,1 0 5 4 21 23 11 3 6 15
Vm98,2 15 18 13 8 4 45 11 9 56
7R98,0 1 42 27 15 5 2 35 7 11
2j98,21 23 24 73 74 1 15 0 2 11
YR98,0 14 6 15 2 11 8 7 1 19
9P98,0 2 7 12 15 1 17 5 11 19
mk98,4 1 0 6 3 9 17 14 10 15
ww98,5 49 16 15 80 0 1 265 12 25
WB98,4 3 13 6 8 10 9 41 28 18
uG98,49 18 15 249 2 222 5 216 26 11
VG98,9 10 4 34 15 0 18 13 11 2
MA98,3 6 8 4 13 0 15 11 5 12
wt98,4 6 3 13 9 5 10 0 8 18
SC98,253 271 148 15 1 18 66 1468 21 23
sm98,26 1 0 16 5 23 199 11 15 21
Dp98,15 18 2 0 11 1 12 64 7 44
j598,15 18 0 6 11 49 8 88 9 59
tQ98,0 1 27 35 42 23 5 21 36 63
8f98,5 16 14 3 0 6 15 4 26 9
iN98,0 1 5 16 81 15 6 26 108 11
d198,11 26 18 66 15 50 39 65 21 13
ov98,2 15 7 11 26 18 1 0 21 12
hU98,11 15 5 18 2 16 7 0 1 12
dm98,2 7 17 0 15 12 19 5 18 1
Gx98,11 22 20 2 15 29 32 18 13 6
Lj98,26 11 5 16 1 0 15 6 39 18
eS98,3 4 13 6 10 9 28 8 38 33
iD98,0 2 11 7 15 1 12 19 5 17
UV98,11 10 4 9 18 13 6 15 49 8
Li98,1 25 0 16 35 5 19 15 7 12
3098,11 18 15 2 20 21 7 26 22 50
D298,7 2 0 17 1 19 5 12 48 15
mZ98,39 15 338 156 121 207 13 233 4 10
Jq98,0 1 4 15 12 10 6 9 3 8
NM98,0 1 26 5 15 16 35 11 6 27
pY98,49 15 18 50 5 80 0 12 10 4
Qa98,5 16 1 0 14 19 11 35 15 81
p598,18 15 11 2 76 547 9 473 13 1392
yZ98,0 4 1 13 9 42 10 306 6 18
0P98,5 16 1 0 11 6 26 4 3 15
tW98,1 0 35 36 15 7 16 17 27 12
Fo98,7 2 15 17 12 0 75 26 64 30
FG98,18 15 10 9 4 11 13 8 2 6
nt98,0 1 5 16 35 12 15 6 2 19
lR98,0 1 27 2 17 7 15 35 42 12
6J98,15 0 16 1 5 26 8 18 6 35
LK98,26 0 15 1 18 16 5 81 23 11
dD98,5 16 1 0 15 6 4 49 8 18
uE98,4 3 13 9 6 28 33 10 38 8
w898,12 0 15 2 19 7 18 11 17 64
vz98,3 6 4 8 13 9 10 28 15 5
7u98,11 13 18 6 20 15 10 4 50 8
Vv98,3 4 19 13 2 6 8 12 5 0
YH98,0 1 12 15 35 27 2 36 17 11
2I98,9 4 10 37 13 3 6 15 18 28
eU98,0 15 12 2 369 110 18 7 92 52
5498,11 20 22 29 32 2 15 8 6 18
4c98,15 18 8 6 311 2 3 4 0 11
xT98,2 7 15 17 18 11 83 9 19 26
ck98,39 50 65 15 26 11 21 121 66 503
Uk98,2 7 15 30 11 18 26 13 9 620
6I98,7 2 17 0 15 19 1 12 48 30
Bc98,3 4 6 10 13 9 8 28 15 18
6e98,15 18 0 353 8 60 673 12 11 49
qT98,15 12 11 2 0 18 8 13 19 6
n798,1 0 5 2 15 16 4 27 7 12
8298,0 1 4 3 13 6 5 8 9 19
HQ98,0 1 35 15 2 36 7 11 19 17
It98,2 0 56 15 11 51 45 13 137 18
3198,5 16 0 1 11 26 15 8 2 6
iV98,3 4 13 6 8 10 9 28 54 33
ea98,2 11 15 7 18 12 17 64 19 56
CQ98,11 20 22 32 29 1 15 0 2 6
IW98,5 15 18 11 0 4 16 9 2 17
dq98,9 4 10 13 37 18 3 6 15 28
yq98,39 15 50 0 18 65 393 233 121 11
Tm98,0 1 5 6 3 4 8 19 35 16
gL98,15 18 11 0 8 1 26 67 49 2
iR98,8 6 3 15 18 4 13 0 12 10
SP98,0 4 1 3 9 6 10 13 15 8
Nm98,14 0 6 3 1 12 15 2 5 8
7y98,5 26 49 15 11 6 16 18 4 222
Sq98,14 0 5 1 16 15 12 11 2 7
Mh98,3 15 13 18 12 4 6 603 8 17
jP98,18 15 11 59 1 178 2 0 8 9
Rz98,0 5 1 4 16 9 11 6 15 10
w798,12 0 2 15 11 19 8 7 18 6
LC98,6 3 133 8 325 15 18 4 11 13
Td98,0 15 12 5 2 18 7 11 1 8
eB98,12 0 15 18 2 21 7 11 23 49
m098,15 2 18 7 26 11 43 1 21 59
nh98,3 4 6 13 10 9 8 28 15 33
Ui98,5 0 1 16 49 15 81 301 4 26
1W98,1 0 5 27 35 16 15 11 42 7
ip98,4 10 6 3 9 13 8 28 15 38
nH98,21 23 24 11 73 15 18 2 49 13
cj98,4 3 8 6 13 1 5 0 16 12
Sz98,19 17 2 7 0 48 1 524 753 988
3598,0 1 12 6 8 15 5 19 16 27
2z98,1 0 35 16 42 36 17 12 5 15
6998,1 0 15 25 5 16 2 11 12 7
mh98,2 15 17 7 18 14 12 11 19 5
ZF98,3 13 4 6 9 8 10 15 2 33
cJ98,2 0 11 15 18 30 724 1 19 7
Lk98,0 1 8 15 6 35 12 23 4 5
kr98,0 1 5 4 6 9 16 13 10 15
J298,0 1 27 35 23 21 15 36 11 42
sn98,0 12 2 1 15 7 17 35 19 5
mt98,18 15 314 170 67 11 9 2 13 10
X398,15 8 12 110 18 11 92 49 21 0
Ge98,4 13 3 10 28 33 38 9 6 86
1A98,1 0 16 5 25 15 35 12 11 7
ya98,6 8 3 4 13 10 9 15 28 54
GO98,0 15 4 18 6 3 12 1 9 8
Cj98,1 0 5 16 81 35 11 6 108 15
4l98,3 4 13 6 10 9 28 8 38 33
vE98,7 2 17 0 15 12 19 11 18 30
5K98,0 1 35 27 15 7 2 17 36 42
Eg98,0 12 2 7 1 15 17 11 19 18
O198,15 18 5 49 11 16 25 2 12 7
NI98,1 0 19 17 7 35 2 15 12 3
hm98,1 0 35 36 7 15 2 17 19 11
jR98,0 1 5 16 19 35 12 17 15 6
1u98,14 0 1 15 5 2 7 16 12 11
oL98,2 11 83 7 13 1081 15 720 262 542
5N98,10 9 4 13 3 6 34 15 8 12
VH98,0 12 16 1 5 19 15 2 17 7
Il98,8 6 3 4 15 0 13 1 18 5
zh98,0 1 35 15 27 36 42 11 12 7
Zz98,5 0 1 16 26 6 11 81 15 4
Cz98,12 0 2 15 1 19 17 52 7 11
uJ98,4 57 13 31 40 1 0 6 47 3
i998,4 6 3 8 13 10 9 28 33 38
rO98,14 0 5 1 16 12 6 15 8 35
6B98,0 1 17 42 35 15 19 2 7 5
2V98,2 15 49 231 18 273 160 491 9 888
LE98,11 1 20 15 0 2 22 18 6 5
xW98,4 13 3 10 6 9 8 28 33 188
bU98,57 40 31 0 47 8 13 15 117 18
3J98,2 17 64 19 7 15 5 30 12 149
0v98,15 11 18 7 0 2 12 1 49 17
n298,0 1 5 2 12 19 16 7 15 8
Ph98,18 15 11 9 2 4 13 10 6 8
dC98,0 1 27 35 15 42 5 16 36 12
S598,0 1 5 35 16 12 36 15 42 19
R498,9 4 10 37 13 0 15 3 2 6
t198,12 0 2 15 7 1 19 17 11 18
hq98,0 1 5 15 2 12 7 23 49 11
Tv98,11 26 15 49 21 6 18 5 13 8
SR98,1 0 4 3 13 16 5 25 12 6
K098,7 2 17 1 15 19 11 0 30 12
JF98,2 17 19 7 15 18 0 12 13 30
0c98,15 18 11 49 9 2 60 12 53 80
Op98,5 14 16 15 49 18 6 11 0 66
cy98,1 0 5 6 16 69 4 2 8 12
lv98,0 12 15 2 7 11 18 1 8 17
fK98,0 12 15 2 18 11 7 19 17 13
ta98,5 16 1 0 25 6 4 3 12 15
1e98,0 1 12 5 16 6 15 35 4 63
am98,13 4 154 263 6 8 15 3 18 0
6p98,4 28 13 3 10 33 9 38 6 86
rz98,15 0 19 17 12 2 7 1 4 6
Ka98,2 7 15 218 18 56 17 11 45 12
TZ98,2 17 19 0 7 30 1 15 12 11
I198,8 6 4 13 3 10 9 28 33 54
wz98,19 0 17 2 7 12 1 15 13 35
Zv98,12 0 15 2 19 7 17 11 18 52
NY98,4 3 6 10 13 8 9 28 31 38
5p98,4 13 10 6 3 9 8 15 28 33
cD98,1 0 25 35 16 19 17 7 36 12
hS98,2 7 17 15 26 64 30 19 18 12
NH98,0 1 42 8 35 6 4 15 13 487
ht98,2 7 11 15 17 18 26 12 21 0
fH98,5 14 16 308 25 15 12 6 84 660
WQ98,21 23 24 11 15 1 73 2 18 0
uR98,15 11 18 7 1 12 2 0 62 21
Io98,11 15 18 8 66 26 2 49 7 0
2W98,2 7 17 19 15 11 0 12 1 18
mS98,0 19 2 17 12 1 7 15 30 11
5Z98,4 3 10 6 9 13 28 38 8 33
Vs98,7 2 17 0 19 1 15 5 12 26
0T98,6 8 3 4 13 10 9 18 15 5
1l98,0 12 5 1 16 14 35 19 7 17
t998,18 15 11 2 13 8 3 6 4 5
Ln98,2 30 0 17 15 7 1 19 11 55
7498,26 21 11 23 24 1 15 2 0 304
9098,11 15 18 7 50 2 66 20 39 21
p798,4 13 10 3 9 6 28 38 33 18
ld98,9 10 4 34 15 11 13 18 6 2
5098,3 6 13 4 8 15 11 5 19 18
t898,0 12 3 6 19 1 4 2 13 8
BB98,14 5 0 2 7 1 16 12 15 17
mD98,5 16 1 0 6 3 4 8 12 81
jn98,4 13 3 10 6 9 8 54 18 15
jN98,7 2 17 15 0 19 12 48 1 5
Qy98,1 25 0 35 16 5 12 15 19 36
FR98,2 6 7 30 3 4 9 13 8 10
Sw98,0 2 1 15 19 13 7 45 18 51
kD98,18 15 11 314 67 170 2 9 13 10
xz98,2 7 11 18 15 30 9 13 4 5
jB98,4 3 13 10 6 54 8 15 18 0
KW98,1 0 35 36 7 15 42 4 17 3
xs98,1 0 5 16 4 35 8 6 69 13
zg98,26 0 1 15 11 23 21 5 16 49
9C98,8 13 6 4 0 3 1 12 33 164
Ym98,50 49 15 39 18 65 13 11 249 181
Xl98,0 1 35 5 16 42 19 15 4 12
1O98,15 18 8 49 11 6 62 13 26 54
XS98,8 6 3 4 0 2 13 10 19 15
dK98,0 8 15 6 12 1 11 18 21 23
gG98,0 12 91 376 1 79 15 2 19 35
5q98,50 15 65 18 11 1 39 0 49 21
jK98,0 12 14 2 15 1 5 7 17 19
f698,17 2 7 19 129 15 18 11 639 13
Y898,26 15 11 18 21 49 253 66 148 1
KJ98,11 20 22 29 32 2 15 8 18 0
Nb98,15 0 12 2 17 72 8 18 68 7
bn98,15 18 11 2 7 67 26 1 60 9
Nl98,2 15 0 7 8 11 12 1 19 66
3w98,17 2 19 7 0 30 15 1 6 8
w098,1 21 23 0 24 73 16 26 5 15
zl98,0 1 5 2 6 15 12 16 11 27
9B98,6 8 3 5 4 16 13 1 0 15
7198,0 1 21 23 27 5 26 35 16 12
qq98,1 0 27 35 15 7 5 42 36 11
Bk98,0 12 1 19 5 2 16 15 25 35
b398,5 15 4 14 9 18 16 6 2 49
Mv98,12 0 15 11 2 7 195 21 18 1
FS98,1 0 27 11 4 5 15 13 26 6
qX98,11 22 20 13 32 29 6 4 8 10
cS98,50 65 18 15 39 11 66 13 49 8
7E98,1 0 4 6 8 3 5 35 16 19
RO98,1 0 23 21 35 27 36 15 16 24
Z198,2 12 0 7 15 5 11 16 1 19
qg98,50 65 39 66 15 13 18 11 26 4
Pnte,2 15 7 11 18 0 12 26 21 64
i8te,4 0 13 6 57 3 40 31 47 10
WSte,11 15 18 2 7 4 13 50 49 20
mete,5 16 0 1 14 35 15 84 19 6
BDte,26 15 49 23 21 0 18 24 1 73
tSte,14 4 0 3 6 1 5 16 15 17
wMte,3 6 8 4 13 10 15 9 18 2
G3te,3 4 6 13 10 9 8 28 15 38
pZte,5 0 16 1 35 26 15 12 11 42
4tte,5 15 4 18 13 9 3 6 308 10
kxte,5 0 15 16 1 14 12 19 2 17
GOte,12 2 15 0 11 18 7 19 17 8
cpte,3 6 8 13 4 15 10 28 12 18
Ptte,0 1 4 13 8 6 10 3 9 15
Elte,10 9 4 13 6 34 18 0 8 15
0hte,3 6 4 8 13 10 15 11 9 12
j0te,3 6 4 13 8 10 9 28 38 33
lbte,0 14 5 12 2 7 15 1 8 16
jlte,7 2 0 17 12 1 15 19 5 35
jyte,4 3 9 13 6 10 28 8 15 18
sqte,15 18 4 9 13 6 10 14 8 11
bEte,0 1 5 27 35 16 23 36 12 15
2Bte,5 1 16 0 15 11 35 49 7 2
TJte,1 0 35 42 16 25 15 5 36 12
qWte,26 21 23 11 24 15 49 2 74 7
BQte,6 3 8 4 13 0 2 1 10 19
Hwte,0 1 5 35 12 2 17 7 16 27
EVte,3 6 8 4 13 5 10 16 15 0
ATte,15 18 11 0 12 2 6 13 8 7
RDte,1 16 0 5 25 35 19 7 15 17
yNte,12 0 2 7 15 17 11 1 19 23
NGte,2 7 17 19 15 48 18 0 12 75
UEte,15 11 18 39 50 65 2 13 6 233
g9te,0 1 5 35 16 12 15 42 19 27
H1te,7 2 17 19 48 0 15 1 12 177
NHte,17 2 7 19 15 13 18 30 490 11
wste,0 1 12 15 35 11 63 2 19 6
xite,0 1 2 7 15 12 11 17 35 19
BFte,9 10 4 34 13 15 0 6 18 3
QGte,3 4 6 0 8 13 12 10 15 1
NBte,7 2 15 11 18 17 0 12 1 75
rete,0 2 21 11 23 26 1 15 7 74
Rrte,8 6 15 0 3 11 18 12 4 2
c1te,8 50 65 39 66 11 49 15 6 18
lYte,0 1 27 23 21 11 15 35 63 7
ukte,6 8 5 3 0 16 15 1 4 12
d8te,3 6 4 13 10 8 9 28 15 0
99te,0 1 5 16 4 6 8 81 11 12
jIte,8 6 3 13 4 10 15 558 9 33
SJte,11 15 49 18 26 5 50 21 2 7
fCte,1 0 35 16 25 7 15 5 3 4
Ecte,26 0 1 23 447 199 790 915 21 5
dQte,11 20 15 39 50 6 13 18 29 22
xzte,7 2 17 0 19 15 48 1 12 5
6vte,2 7 17 30 15 19 11 12 18 55
BOte,2 7 17 19 15 30 48 11 0 18
JKte,14 6 4 5 3 15 9 8 16 13
6Pte,1 0 26 23 21 5 16 15 11 105
GIte,1 0 36 27 35 7 15 42 2 11
INte,2 7 17 15 11 19 18 0 12 75
eRte,11 2 20 15 18 13 22 9 10 4
Umte,5 1 0 16 4 11 6 8 3 26
Vtte,6 8 3 13 4 9 10 18 15 11
FFte,1 0 7 2 19 35 17 48 15 85
hrte,5 14 16 15 6 18 0 8 11 3
3Cte,0 2 15 12 11 18 7 17 19 1
qmte,0 5 1 16 27 14 35 301 12 15
0zte,0 13 4 12 2 15 19 7 1 18
Svte,3 4 6 10 13 9 8 28 15 18
WGte,1 0 3 4 5 16 6 15 9 35
uzte,11 26 20 49 39 15 18 50 21 6
LNte,5 0 16 14 2 17 1 7 26 19
3Mte,0 1 5 4 15 9 10 17 16 19
PPte,1 11 15 0 2 23 21 7 18 26
HLte,17 2 19 15 30 11 18 143 9 7
VDte,1 0 35 42 15 11 27 17 36 7
ohte,9 10 4 18 13 421 37 15 33 38
w7te,1 0 15 36 35 11 19 12 2 42
xJte,3 6 4 13 8 10 9 28 38 33
octe,11 15 18 26 0 1 21 9 50 5
U3te,2 13 4 45 77 56 51 295 9 212
EHte,12 2 15 0 19 13 17 6 8 11
vbte,41 4 13 15 3 6 5 18 10 1
10te,1 0 21 23 7 2 15 24 11 18
kjte,7 11 2 26 15 270 21 158 279 62
Cate,1 0 35 36 17 19 15 7 2 42
MKte,15 0 26 49 11 39 5 18 1 27
1rte,1 0 36 35 27 15 7 42 2 17
3jte,12 0 15 2 92 369 110 19 18 11
JVte,4 13 3 10 6 9 8 18 33 15
Acte,0 1 5 4 14 15 16 17 9 12
p9te,14 5 15 9 4 6 2 18 11 13
Hote,3 4 13 6 9 10 8 28 33 38
I0te,2 7 17 11 15 30 75 0 18 90
fute,1 0 27 15 35 7 5 2 11 17
P2te,11 66 50 39 15 65 8 18 21 6
ljte,0 1 35 27 6 36 42 3 4 15
gxte,2 7 11 15 18 5 12 0 17 64
C7te,0 15 765 12 11 8 2 18 1 6
23te,0 12 15 1 23 18 26 21 49 11
zlte,1 0 15 18 11 21 23 4 7 2
yFte,14 0 8 5 6 1 12 16 15 7
7Ite,3 4 13 6 10 9 28 38 8 15
uTte,2 7 0 19 12 15 17 1 11 62
VYte,2 17 19 7 12 0 15 48 30 11
S1te,17 2 7 15 13 19 4 18 0 9
Chte,23 21 24 74 0 15 187 2 1 11
k4te,15 50 18 65 2 11 7 39 355 49
Ytte,6 3 8 4 13 10 9 11 15 28
CIte,0 1 5 16 6 3 4 12 8 69
Gnte,4 3 0 6 9 10 13 1 8 28
SRte,0 1 27 23 21 15 11 35 106 49
24te,15 5 16 1 0 11 2 8 18 25
B9te,8 0 5 12 14 15 6 1 16 7
Wkte,8 0 6 10 4 15 3 12 13 49
fyte,11 7 15 2 21 18 0 23 12 24
IRte,2 44 46 15 18 9 64 11 4 13
eFte,0 1 12 52 15 6 8 2 3 70
hNte,15 18 4 6 9 3 13 87 10 0
U7te,2 7 0 1 19 17 35 15 11 12
bmte,1 26 23 21 0 7 24 15 2 11
Lote,12 0 2 8 15 7 6 5 19 1
03te,3 13 4 6 9 10 18 15 28 11
qste,4 3 6 10 13 8 9 0 1 28
bSte,15 5 16 1 11 0 18 2 19 7
2mte,3 4 6 13 8 9 10 28 33 38
1Ate,18 15 43 2 11 60 101 59 7 286
UWte,1 0 23 21 24 3 35 6 12 8
ONte,9 4 10 6 13 3 34 8 15 28
edte,2 18 15 11 7 12 13 64 9 46
Dcte,3 6 8 4 13 61 9 10 28 15
6Fte,21 23 24 15 74 11 2 1 7 18
Mwte,15 18 9 14 49 5 4 11 10 60
Hmte,4 3 13 9 6 15 10 18 5 8
kSte,1 0 5 6 14 15 49 16 3 12
0Qte,5 4 16 13 10 3 6 9 11 8
xute,11 2 7 15 21 18 49 24 62 23
q9te,4 13 3 6 8 10 9 54 28 18
Fste,2 44 64 113 9 13 15 4 119 18
kIte,15 18 11 2 67 9 7 26 49 60
7bte,4 9 10 13 15 6 3 31 18 8
BYte,8 3 6 13 15 0 2 12 4 11
HKte,3 310 6 13 4 8 15 12 10 49
8ite,0 1 35 23 5 12 16 21 11 15
pate,5 49 4 15 16 6 3 9 80 18
Apte,2 19 17 0 30 1 15 7 12 58
FLte,4 3 9 10 6 13 28 38 0 33
EXte,15 18 5 49 4 12 8 16 9 2
17te,15 18 11 2 5 7 126 49 1 291
Cyte,0 2 7 17 12 19 15 1 52 68
Aite,1 0 35 36 15 42 16 4 17 19
OBte,9 4 10 13 6 3 37 15 8 28
9qte,14 0 1 12 5 15 2 7 16 11
SZte,0 1 27 35 15 42 11 93 5 102
oKte,0 1 23 12 15 27 21 7 11 42
1zte,0 1 35 2 12 15 27 17 7 19
v1te,2 18 15 9 13 4 76 6 11 17
2kte,1 0 27 5 15 16 3 35 4 13
Erte,7 2 17 19 0 48 15 1 30 12
GGte,5 0 1 16 12 6 81 4 69 42
X4te,2 7 4 8 3 13 6 252 15 9
HCte,4 3 9 10 6 13 28 8 15 18
Y8te,1 21 0 23 15 11 26 7 2 74
Dtte,7 2 17 19 15 48 0 1 11 12
kete,2 7 19 17 0 15 12 18 1 30
iQte,1 0 4 5 9 10 6 3 13 11
UAte,8 6 10 13 4 11 0 15 9 18
oete,5 16 0 26 1 11 15 6 8 4
